user,activity,timestamp,x-axis,y-axis,z-axis
1,Downstairs,6.55E+12,-0.15,9.15,-0.34
1,Downstairs,6.55E+12,0.11,9.19,2.76
1,Downstairs,6.55E+12,-4.06,7.4,4.02
1,Downstairs,6.55E+12,-2.87,7.93,3.21
1,Downstairs,6.55E+12,-0.19,10.04,4.82
1,Downstairs,6.55E+12,-0.19,11.37,4.63
1,Downstairs,6.55E+12,-1.73,9.15,2.91
1,Downstairs,6.55E+12,-3.3,5.48,-2.07
1,Downstairs,6.55E+12,-5.05,16.21,5.98
1,Downstairs,6.55E+12,-1.12,7.35,-1.38
1,Downstairs,6.55E+12,2.56,8.43,-2.87
1,Downstairs,6.55E+12,-3.15,12.22,3.41
1,Downstairs,6.55E+12,-5.43,7.7,3.15
1,Downstairs,6.55E+12,-3.87,7.06,2.91
1,Downstairs,6.55E+12,-1.53,9.3,2.07
1,Downstairs,6.55E+12,2.45,9.77,1.73
1,Downstairs,6.55E+12,0.57,9.28,0.84
1,Downstairs,6.55E+12,0.08,9.72,2.22
1,Downstairs,6.55E+12,-2.26,9.72,2.03
1,Downstairs,6.55E+12,-1.46,9.81,2.15
1,Downstairs,6.55E+12,0.27,12.57,5.37
1,Downstairs,6.55E+12,-3.06,13.18,6.47
1,Downstairs,6.55E+12,-6.05,8.66,-0.04
1,Downstairs,6.55E+12,-5.43,7.21,-1.12
1,Downstairs,6.55E+12,-3.49,7.16,0.65
1,Downstairs,6.55E+12,-4.33,3.91,1.76
1,Downstairs,6.55E+12,-3.36,5.63,1.84
1,Downstairs,6.55E+12,-0.61,11.69,4.86
1,Downstairs,6.55E+12,0.84,14.06,1.57
1,Downstairs,6.55E+12,0.11,6.17,3.02
1,Downstairs,6.55E+12,-5.24,7.01,5.13
1,Downstairs,6.55E+12,-0.53,12.53,0.5
1,Downstairs,6.55E+12,2.49,19.23,8.89
1,Downstairs,6.55E+12,-4.63,9.47,-5.2
1,Downstairs,6.55E+12,-4.86,5.52,-2.6
1,Downstairs,6.55E+12,-0.3,12.03,5.98
1,Downstairs,6.55E+12,4.99,12.91,7.59
1,Downstairs,6.55E+12,-1.95,10.8,6.74
1,Downstairs,6.55E+12,-2.56,14.56,0.31
1,Downstairs,6.55E+12,-2.6,8.96,-3.3
1,Downstairs,6.55E+12,-3.49,5.13,-4.94
1,Downstairs,6.55E+12,-4.63,3.76,3.76
1,Downstairs,6.56E+12,-5.28,3.64,1.38
1,Downstairs,6.56E+12,-2.96,13.76,5.41
1,Downstairs,6.56E+12,3.49,14.56,4.67
1,Downstairs,6.56E+12,-1.46,2.56,1.69
1,Downstairs,6.56E+12,-2.6,8.66,-2.34
1,Downstairs,6.56E+12,1.31,19.57,12.72
1,Downstairs,6.56E+12,-4.99,13.06,-4.33
1,Downstairs,6.56E+12,-6.59,6.97,-6.17
1,Downstairs,6.56E+12,-0.15,13.8,7.93
1,Downstairs,6.56E+12,6.7,14.02,8.96
1,Downstairs,6.56E+12,-2.68,7.5,5.71
1,Downstairs,6.56E+12,-4.75,3.64,-3.3
1,Downstairs,6.56E+12,-2.22,4.29,-4.75
1,Downstairs,6.56E+12,-3.6,14.18,-3.68
1,Downstairs,6.56E+12,-3.49,3.6,5.52
1,Downstairs,6.56E+12,-8.08,7.82,3.06
1,Downstairs,6.56E+12,-1.31,13.82,2.96
1,Downstairs,6.56E+12,5.83,7.86,9.04
1,Downstairs,6.56E+12,-0.65,13.18,2.87
1,Downstairs,6.56E+12,-7.27,19,1.65
1,Downstairs,6.56E+12,-4.4,4.33,-3.36
1,Downstairs,6.56E+12,-1.99,9.19,1.46
1,Downstairs,6.56E+12,4.21,15.66,8.12
1,Downstairs,6.56E+12,-1.5,9.58,7.5
1,Downstairs,6.56E+12,-4.94,7.08,-0.72
1,Downstairs,6.56E+12,-4.56,11.69,-1.8
1,Downstairs,6.56E+12,-5.33,5.33,-2.18
1,Downstairs,6.56E+12,-2.22,1.08,1.69
1,Downstairs,6.56E+12,-3.02,9.96,-2.37
1,Downstairs,6.56E+12,1.33,16.86,3.17
1,Downstairs,6.56E+12,4.18,5.9,12.83
1,Downstairs,6.56E+12,0,15.24,-3.76
1,Downstairs,6.56E+12,-7.82,16.59,8.24
1,Downstairs,6.56E+12,-3.76,4.71,-3.06
1,Downstairs,6.56E+12,3.41,15.4,0.5
1,Downstairs,6.56E+12,4.29,13.48,12.76
1,Downstairs,6.56E+12,4.29,13.48,12.76
1,Downstairs,6.56E+12,-5.48,5.13,-0.04
1,Downstairs,6.56E+12,-1.61,3.34,-3.02
1,Downstairs,6.56E+12,-3.68,11.37,-4.79
1,Downstairs,6.56E+12,-6.09,5.71,1.61
1,Downstairs,6.56E+12,-4.59,5.86,2.3
1,Downstairs,6.56E+12,-3.87,16.4,-0.15
1,Downstairs,6.56E+12,4.86,9.08,8.5
1,Downstairs,6.56E+12,1.99,10.38,1.54
1,Downstairs,6.56E+12,-4.75,18.09,10.08
1,Downstairs,6.56E+12,-4.71,11.03,-1.53
1,Downstairs,6.56E+12,-2.11,2.37,-4.9
1,Downstairs,6.56E+12,-3.3,11.07,-2.72
1,Downstairs,6.56E+12,8.62,16.66,12.34
1,Downstairs,6.56E+12,-3.76,10.15,2.64
1,Downstairs,6.56E+12,-8.62,5.67,0.57
1,Downstairs,6.56E+12,-5.79,11.14,-4.4
1,Downstairs,6.56E+12,-4.86,3.72,-0.8
1,Downstairs,6.56E+12,-3.6,3.21,0.46
1,Downstairs,6.56E+12,-5.37,11.35,-1.18
1,Downstairs,6.56E+12,-2.49,18.77,-2.64
1,Downstairs,6.56E+12,4.82,15.28,3.34
1,Downstairs,6.56E+12,1.08,10.92,0.61
1,Downstairs,6.56E+12,-8.01,15.55,-0.99
1,Downstairs,6.56E+12,-9.85,13.53,2.49
1,Downstairs,6.56E+12,-5.75,5.37,-1.04
1,Downstairs,6.56E+12,-7.12,4.94,-2.49
1,Downstairs,6.56E+12,-7.04,5.75,-2.64
1,Downstairs,6.56E+12,-3.98,7.93,-0.76
1,Downstairs,6.56E+12,-4.99,11.37,-1.65
1,Downstairs,6.56E+12,-0.5,13.8,-6.43
1,Downstairs,6.56E+12,-0.8,16.63,10.95
1,Downstairs,6.56E+12,-9.19,9.96,0.15
1,Downstairs,6.56E+12,-14.14,9.53,-3.98
1,Downstairs,6.56E+12,-7.74,0.95,0.99
1,Downstairs,6.56E+12,-1.76,1.18,-2.96
1,Downstairs,6.56E+12,-2.91,2.64,-2.53
1,Downstairs,6.56E+12,-5.75,9.7,-1.53
1,Downstairs,6.56E+12,-3.98,19.53,-2.49
1,Downstairs,6.56E+12,-2.91,4.21,14.33
1,Downstairs,6.56E+12,-7.16,5.79,-2.87
1,Downstairs,6.56E+12,-5.33,12.03,-2.07
1,Downstairs,6.56E+12,-5.09,6.55,-2.26
1,Downstairs,6.56E+12,-3.53,6.51,-0.38
1,Downstairs,6.56E+12,-0.04,10.31,-0.84
1,Downstairs,6.56E+12,-2.98,9.3,3.11
1,Downstairs,6.56E+12,-6.47,5.67,6.05
1,Downstairs,6.56E+12,-7.7,6.82,0.93
1,Downstairs,6.56E+12,-0.3,12.49,-0.46
1,Downstairs,6.56E+12,-1.46,11.45,7.44
1,Downstairs,6.56E+12,-9.28,13.14,-0.3
1,Downstairs,6.56E+12,-10.34,7.59,-7.5
1,Downstairs,6.56E+12,-10.46,0.93,1.04
1,Downstairs,6.56E+12,-6.36,4.9,5.01
1,Downstairs,6.56E+12,-6.02,6.13,-0.65
1,Downstairs,6.56E+12,-8.66,14.79,-0.23
1,Downstairs,6.56E+12,-0.15,12.72,-1.99
1,Downstairs,6.56E+12,3.45,6.63,3.99
1,Downstairs,6.56E+12,-4.4,18.24,8.89
1,Downstairs,6.56E+12,-10.23,11.22,-2.22
1,Downstairs,6.56E+12,-7.7,5.6,-2.22
1,Downstairs,6.56E+12,-7.7,5.6,-2.22
